from,to,result,result_description
Optical,Kinetic,Nuclear Fusion,The generation of power by the fusing together of atomic nuclei to form a heavier nucleus.
Optical,Kinetic,Photophoresis,The phenomenon that small particles suspended in gas (aerosols) or liquids (hydrocolloids) starts to migrate when illuminated by a sufficiently intense beam of light. The existence of this phenomenon is owed to a non-uniform distribution of temperature of an illuminated particle in a fluid medium.
Optical,Kinetic,Radiation Pressure,"The pressure exerted upon any surface exposed to electromagnetic radiation. If absorbed, the pressure is the power flux density divided by the speed of light. If the radiation is totally reflected, the radiation pressure is doubled."
Optical,Kinetic,Thermomechanical Effect,"One of the most spectacular results of the properties of superfluids is known as the thermomechanical or 'fountain effect'. If a capillary tube is placed into a bath of superfluid helium and then heated, even by shining a light on it, the superfluid helium will flow up through the tube and out the top."
Optical,Magnetic,Inverse Faraday Effect,The effect opposite to the Faraday effect. A static magnetisation is induced by an external oscillating electrical field which can be achieved with a high intensity laser pulse for example
Optical,Magnetic,Piezomagnetism,"A phenomenon observed in some antiferromagnetic crystals. It is characterised by a linear coupling between the system's magnetic polarisation and mechanical strain. In a piezomagnetic, one may induce a spontaneous magnetic moment by applying physical stress, or a physical deformation by applying a magnetic field. Piezomagnetism differs from the related property of magnetostriction."
Optical,Mechanical,Nuclear Fusion,The generation of power by the fusing together of atomic nuclei to form a heavier nucleus.
Optical,Mechanical,Photoacoustic Doppler Effect,"A specific kind of Doppler effect, which occurs when an intensity modulated light wave induces a photoacoustic wave on moving particles with a specific frequency. The observed frequency shift is a good indicator of the velocity of the illuminated moving particles. A potential biomedical application is measuring blood flow."
Optical,Mechanical,Photoacoustic Effect,"The formation of sound waves, following light absorption in a material sample. Most generally, electromagnetic radiation of any kind can give rise to a photoacoustic effect. This includes the whole range of electromagnetic frequencies, from gamma radiation and x-rays to microwave and radio."
Optical,Mechanical,Photophoresis,The phenomenon that small particles suspended in gas (aerosols) or liquids (hydrocolloids) starts to migrate when illuminated by a sufficiently intense beam of light. The existence of this phenomenon is owed to a non-uniform distribution of temperature of an illuminated particle in a fluid medium.
Optical,Mechanical,Radiation Pressure,"The pressure exerted upon any surface exposed to electromagnetic radiation. If absorbed, the pressure is the power flux density divided by the speed of light. If the radiation is totally reflected, the radiation pressure is doubled."
Optical,Mechanical,Thermomechanical Effect,"One of the most spectacular results of the properties of superfluids is known as the thermomechanical or 'fountain effect'. If a capillary tube is placed into a bath of superfluid helium and then heated, even by shining a light on it, the superfluid helium will flow up through the tube and out the top."
Optical,Optical,,
Optical,Thermal,Absorption (EM radiation),"The process by which the energy of a photon is taken up by matter, typically the electrons of an atom. The electromagnetic energy is transformed to another form of energy, e.g. to heat."
Optical,Thermal,Fluorescence,"Fluorescence is a luminescence that is mostly found as an optical phenomenon in cold bodies, in which the molecular absorption of a photon triggers the emission of a photon with a longer (less energetic) wavelength. The energy difference between the absorbed and emitted photons ends up as molecular rotations, vibrations or heat. Sometimes the absorbed photon is in the ultraviolet range, and the emitted light is in the visible range."
Optical,Thermal,Focusing,"The gathering of wavefronts of a wave (e.g. radiation) into a spherical or cylindical shape. Focusing of light is used in optics, however focusing can be applied to any radiation or wave."
Optical,Thermal,Nuclear Fusion,The generation of power by the fusing together of atomic nuclei to form a heavier nucleus.
Optical,Thermal,Photoacoustic Doppler Effect,"A specific kind of Doppler effect, which occurs when an intensity modulated light wave induces a photoacoustic wave on moving particles with a specific frequency. The observed frequency shift is a good indicator of the velocity of the illuminated moving particles. A potential biomedical application is measuring blood flow."
